text,solution
The pivotal series of 'black pourings' by #JacksonPollock are on show @tateliverpool from 30 June. #RARecommends http://t.co/mSN5mVc5vT,neutral
Book for @newexpressions3 Field visit programme http://t.co/GFZmazxBU9 @YorkArtGallery @PlymouthMuseum &amp; @UptonHouseNT,neutral
@MuseeLouvre @museiincomune @leCMN @britishmuseum @MarDixon @Museo_MADRE oh wow! That's fantastic!,joy
@NationalGallery What public programs of the museum have you found most effective and interesting for your audience? #AskTheGallery,neutral
@NationalGallery Egon Schiele - at the moment.,neutral
‘The Park is Open’… http://t.co/xp4PuN3Lh2 via @camunivmuseums &lt; AWESOME!,joy
BBC News - Tate St Ives acquires Barbara Hepworth's Palais de Danse workshop http://t.co/SoGB8nILHR @Tate_StIves,neutral
"I'm at @BritishMuseum in London, Greater London https://t.co/d6PuPd0gMC",neutral
Great #collection preserved for the future by @britishmuseum ! https://t.co/TsyrVlhImV,joy
"Cfp ""Negotiating art ǀ Dealers and museums 1855-2015"" @NationalGallery @UoMSALC @LiverpoolUni  https://t.co/OyJHIwclxH",neutral
"My favourite painting at @NationalGallery was 'Noli me tangerine' by an unknown 14th C artist. I could see Jesus, but not a single orange!",joy
MPs urge government to intervene to resolve #PCS dispute over privatisation at @NationalGallery http://t.co/ighV5vu4xb @johnmcdonnellMP,neutral
"@britishmuseum thank you for this excellent tour of #Waterloo200 from Columbus, Ohio.",joy
Studio visit with Karl Bielik @Lark_2006 ahead of #londonopen @_TheWhitechapel http://t.co/85QWqQzylS,neutral
Spent my afternoon admiring the enchanting objects in the new Waddesdon bequest display @britishmuseum A must visit! http://t.co/e8iNUHOqBf,joy
In case I don't love the @britishmuseum enough - check their swoony coffee cup design! https://t.co/nGdYnNKcD6 HT @lornadiwa,joy
Defining our beauty - amazing group of creative older people perform tomorrow eve @britishmuseum #creativeaging thank you @ThePlaceLondon,joy
@britishmuseum welcome to Kerepakupai Vena! http://t.co/c404Oxa0Vz,joy
Journey through our rooms and collection by following us on Instagram: http://t.co/yZJ... http://t.co/DEsffBRkKS via @NationalGallery,neutral
@Asamsakti @NationalGallery Formidabile✨,neutral
The tranquillity of the @britishmuseum members room and chance to reflect on those drawings yet to emerge on the page http://t.co/fb1Wp9t4oH,neutral
From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt @britishmuseum http://t.co/08KADzo2GL,neutral
@tateliverpool You're. You are. When you are. This is the Tate!,neutral
Excited to be enroute to this #nighttrain #artistnetworks @Tate_StIves  https://t.co/wM5INPaKSm,joy
Zoroastrian Heritage. [photo] #flickstackr @britishmuseum http://t.co/qmed5QcFkZ,neutral
"Another flying soul (εΐδωλον) by ""the great master of the white lekythos"" https://t.co/IuSKultBZI @britishmuseum http://t.co/jcxGTmzG3e",neutral
#ff @CafeCouCouUk @colletts @CamOpenStudios @Thecheddarvine @CourtneyPine1 @CookePhoebe @CheffinsMachine @CamUnivMuseums @CuriosityFair,neutral
Looking forward to the Pollock show opening at @tateliverpool tonight. Looks like an incredible show! #JacksonPollock #blindspots,joy
@CarolineLawrenc @KristinAndrene @britishmuseum http://t.co/RYyKg0ZAbq,neutral
@NationalGallery http://t.co/tfsyUtuAZ3,neutral
@britishmuseum What is the symbology behind the broken scepter?,neutral
Decoding Anglo-Saxon art http://t.co/I6YvI8vFog via @britishmuseum,neutral
Why Jackson Pollock gave up painting @guardian http://t.co/zU8zfMjCvA @tateliverpool http://t.co/poFL2YvpF4 #Art http://t.co/LjIyiOFkwN,neutral
Object based learning @autumnjane @mckenzie_emilia from @britishmuseum  #ccconf2015 http://t.co/bApDjLwjKh,neutral
Evacuation at @britishmuseum http://t.co/OoCSmjfvhP,neutral
@HilaryKingston @NationalGallery @NeilKC41 #BertheMorisot's daughter #JulieManet wrote a frank diary about the family http://t.co/cVk7izuxDI,neutral
Just because it's #Monday! An Old Woman (The #Ugly Duchess) by Quinten Massys @NationalGallery #art http://t.co/WMBxFIDCNw,joy
@britishmuseum @igallupd The Grand Elector?,neutral
Judging by #DefiningBeauty @britishmuseum the Greeks had a good go at just that. I have #AlexanderTheGreat hair envy. http://t.co/wvgD1c66gZ,joy
"How is the exhibition schedule decided @NationalGallery, and how does your role as Director feed into this? #AskTheGallery",neutral
Boulevard Montmartre at Night by Camille Pisarro @NationalGallery http://t.co/MrvJ38ZGrV #FavouritePaintingFriday http://t.co/Mnliz69ksI,joy
@britishmuseum @faymaclachlan Here's what Dumfries has http://t.co/HchBRw4qrB,neutral
"A trailer for my brand new film, The Touch Diaries! https://t.co/J1CJTKG1aV Previewing 9th July @ICIABath @PeopleDancingUK @DanceUK @ID__UK",neutral
@MrStuchbery @britishmuseum A veteran priest could probably whip out a heart in about 30 seconds with that... ❤️🔪😱,surprise
MA Curating trip: @MuseumLiverpool @SlaveryMuseum @tateliverpool @MerseyMaritime http://t.co/v5HXwz4d3Z,neutral
@swo_hunter @britishmuseum 😂😂,neutral
Looking forward to attending #DefeatDepression at @RAMMuseum this evening.,joy
@britishmuseum Love!,joy
.37 Paintings. 11 Drawings. @NationalGallery exhibits #Wtewael from Jun 28-Oct 4. #GoldenAge http://t.co/IrcwM43lUa http://t.co/c4x7XTmMCH,neutral
New Pollock exhibition @tateliverpool looks back at a time when Jack the Dripper splashed out http://t.co/GHc4Zyrd6Y http://t.co/tvCN1KeGHb,neutral
@NationalGallery #askthegallery - do you see a decline in attendance in the last few years in young people?,neutral
London by [at]cassc246 #enlightenmentgallery @britishmuseum  #library #gallery #museum #cabinet #artifacts #statue … http://t.co/kKjxNM2x66,neutral
@helena_bonett it's Lincoln #materialhistories @Tate_StIves,neutral
@tateliverpool Look at our great fun we had today. Thank you Deena. http://t.co/qKGEY3BvmC,joy
"感動 (at @NationalGallery in London, Greater London w/ @_y_u_k_o_ @yukanoue) https://t.co/ZqjW66qGhX",neutral
@psframes @NationalGallery Regal. Frans Hals is so deserving of this frame.,joy
Really looking forward to visiting @_TheWhitechapel this weekend to see Corin Sworn's award-winning installation &gt;&gt;&gt; http://t.co/69XSOI63o3,joy
"Lessons in death and living @NationalGallery 4 July, 2–4 http://t.co/Kr3NEYU36B with Jon Underwood &amp; Christina Bradstreet",neutral
Londres: @NationalGallery @Llopeziborra @MarcelBETR @andresstifler3  @antoniovargas97 @Gerardivi http://t.co/BdxM2qvAPJ,neutral
Londoners interested in #nature may enjoy this free event @NationalGallery #London http://t.co/LIVNTILjUE,neutral
BritishMuseum: RT @melly_sue: Spent the morning learning about #8mummies @britishmuseum. Fascinating and well-pres… http://t.co/wZJlQNS6F0,joy
2 very special places: we loved going to the @HornimanMuseum when I was training in London; and now we're regular visitors to the @RAMMuseum,joy
"Go if you can, @kettlesyard is a beautiful and inspiring place. https://t.co/Qcee8aFrvr",joy
@ruthgarmon97 @NationalGallery @MarcelBETR @andresstifler3 @antoniovargas97 @Gerardivi Quina enveja!!! Gaudeix moltíssim!!,joy
".@MAACambridge ... not forgetting world class art &amp; stunning exhibits at at the Fitzwilliam Museum, Scott Polar Institute and Zoology Museum",joy
@PlymouthMuseum @7Stories how long is the Enid blyton exhibition on for?,neutral
Una app con actividades en torno a la colección de la @NationalGallery para niños a partir de 9 años. http://t.co/ltzvrlx26m #appartkids,neutral
@NationalGallery #AskTheGallery Will Candy Udwin be reinstated and  she and her colleagues be paid a living wage?,anger
The Touch Diaries trailer! https://t.co/J1CJTKG1aV premiere 9th July @ICIABath @BathDance @theatrebristol @SimoneFullagar @DanceSpaceBris,neutral
@RAMMuseum Would you like to welcome children with hidden impairments to the museum? see this http://t.co/E7HstQCGci,neutral
"@britishmuseum @D_Blanchflower and thanks to the Tories no one can get close to see it,let alone have a festival, remembering 85",anger
.@britishmuseum: Today is longest day in northern hemisphere – #SummerSolstice at Stonehenge http://t.co/7gQd33QJDo http://t.co/JpMv4yGlZC,neutral
"Weapons of resistance: Jandamarra, a hero of the Bunuba people http://t.co/x7BUFP8Rre via @BritishMuseum",neutral
Simon Armitage in conversation with Thresholds poet Matthew Hollis @CamUnivMuseums on 6 July: http://t.co/IgtiRsKhvk http://t.co/kbljTdgPiJ,neutral
One of the few items delivered in your post that will make you smile. @Libby_Keen let's head back to @britishmuseum http://t.co/Ruly8vaHxN,joy
"The Nereid Monument was built in Ancient Lycia (Turkey). Pinched by 19th Century tourist, now at @britishmuseum! http://t.co/qXHjL3TBg5",joy
CultureGeek http://t.co/tJitgDhGcx via @camunivmuseums,neutral
@britishmuseum @aroberts_andrew Our sister museum @DumfriesMuseum has a Waterloo exhibition this year.,neutral
"I'm at @BritishMuseum in London, Greater London https://t.co/cn2ZmSBHkt",neutral
@NationalGallery Uccello's 'The Battle Of San Romano'-Loved it when I learnt abt it and even more when I actually saw it at Nat Gall.,joy
"#glitter Turq dress worn for a precursor of #Strictly @RAMMuseum collections on display, &amp; own pattern 4 crochet mini http://t.co/4id111kmrE",neutral
@annap905 @britishmuseum   si troppo tardi anche per me 😦,neutral
"Weapons of resistance: Jandamarra, a hero of the Bunuba people http://t.co/aEpjxd6fqU vía @britishmuseum",neutral
@NationalGallery en what about artist Larry Bell still making art ?,neutral
Actually it might be Ivana's big sister.. @3speeders @Tate_StIves http://t.co/KSKAsW64mz,neutral
@britishmuseum quern-magnet,neutral
...and then visit ‘Fallen Emperor: Napoleon in Plymouth Sound in 1815’ @PlymouthMuseum  https://t.co/YUrlNdgi8X,neutral
Especially looking forward to hearing @sufeamono and @stevenhylando from @tateliverpool on the panel at #Circuit2015 @CircuitPHF @Tate,joy
"Loved hearing from Stephanie Straine, co-curator @tateliverpool's Pollock - sharing her joy &amp; passion for his genius http://t.co/ULRig7bO1a",joy
Where's Whaley? Moving @zoologymuseum @whale_whispers Skull. Again. http://t.co/bYUcj9BWHy @camunivmuseums,neutral
As it's only about Greece today... #lastdays to revisit @britishmuseum ancient Greek art http://t.co/rHJxoGmfYE http://t.co/bhpb7uDku7,neutral
@FitzMuseumEduca @carreno_k @CamUnivMuseums - you are very welcome @MirandaStearn and see you in July,joy
@BMAGcurators @artfund @NationalGallery Fully agree - huge congratulations @HelenHillyard! :),joy
#AskTheGallery How highly do you rate your tenure at @NationalGallery &amp; what was your greatest achievement?,neutral
le journal est sorti de presse! http://t.co/kwij5kImA4 Les unes d'aujourd'hui via @britishmuseum @you_wine @AndrewsAntonio,neutral
Wow. Great work @tateliverpool Jackson Pollock exhibition is going to be amazing. http://t.co/7VPYz8tYMj,joy
"@hamestonbooks @britishmuseum Worth hearing, just shut your eyes http://t.co/hn2S9waoTX",neutral
This is the gold Roman wedding ring mentioned in my novel SUMMER OF FIRE. This one from the @britishmuseum http://t.co/1HP6JKFfCt,neutral
@NationalGallery this is real art a great inspiration,joy
.@angelaeagle can you attend adjournment debate tomorrow @NationalGallery #noprivatisation &amp; #reinstatecandy @NGNotForSale @PCSCultureGroup,neutral
"Look! #Siberian village #landscaoe carved in Narwhal ivory, ?19thC, @MAACambridge http://t.co/EZ4Ssh8v1b http://t.co/KH5pOVS2rW",neutral
"Entitled '@NationalGallery and modern British #art', Barbara will explore how the gallery inspired artists like Roger Fry and August Johns.",neutral
@britishmuseum One of my favourites -- Napoleon as a comet with a hat http://t.co/f6ONriy3aH http://t.co/4toFmvtXID,joy
@britishmuseum @aroberts_andrew who holds the biggest archives/ collections relating to the Battle? #Waterloo200,neutral
"@_TheWhitechapel VENETO - UNESCO - THE OPERA, oltre l'Expo' e la Biennale, il Governo del Mondo su http://t.co/NsOuQRnFYV",neutral
"Exhibition Openings, Art Fairs and Events in July 2015 http://t.co/tOdxRSpRON @NationalGallery #Soundscapes",neutral
#FF @Brays_Cottage @CambCC @NuffieldHealth @FitzMuseum_UK @sugarhut @micky_norcross @cambsphoto @Uni_of_Essex @MartinSLewis,neutral
Excited to see students from @northcamacademy perform dance pieces inspired by @kettlesyard New Rhythms exhib on Sat http://t.co/XfFnNo4zdv,joy
"Yes, you heard right, there's a new Jackson Pollock exhibition opening at @tateliverpool  http://t.co/Ci44pbElfc http://t.co/McQQB4hwWY",joy
@paulwkennedy Streeton's 'The National Game'1889 on cigar box lid! @NationalGallery @ArtGalleryofNSW @joselechiguero http://t.co/v5luU1ZdCy,joy
@FL_FLAMIN artists present their work @_TheWhitechapel 27 June - looks pretty darn good! http://t.co/7I4IIxirCR,joy
Have you heard of the Soup Collective? Deborah Laing fills us in.... http://t.co/kTOJDl9zLr @tateliverpool http://t.co/e4SvBWqjiu,neutral
@TheLancet @britishmuseum Now tell that to our Government,neutral
"#AskTheGallery Dr Penny, Will you re-enter negotiations with staff who have been on strike for 35 days? @NationalGallery @NGNotForSale",anger
Why #JacksonPollock gave up painting - about the 'Jackson Pollock: Blind Spots' exhibition at @TateLiverpool ihttp://gu.com/p/49qv3/stw,neutral
Look what we've spotted outside The @NationalGallery. #starwars #lifesize #yoda #nationalgallery #leicestersquare http://t.co/Ztn0OPZByw,joy
@kettlesyard thanks for the RT!,joy
A @Tate gallery in Glasgow could save the union - glowing review of 'warm &amp; imaginative' @tateliverpool  http://t.co/kv7cHBAHQN,joy
"I'm at @BritishMuseum in London, Greater London https://t.co/zS8B8pA6N6",neutral
"@britishmuseum  ""The whole art of war consists in getting at what is on the other side of the hill"" Duke of Wellington. How true at Waterloo",neutral
"It was on Friday and we did not know in Brazil, @britishmuseum. But today we share their kisses. Beautiful, we love! https://t.co/5q1KEoMLru",joy
"@NationalGallery If you could invite 3 old master painters to a dinner party, who would they be and why? #AskTheGallery",neutral
@britishmuseum @TullieHouse He may have destroyed the Jewish Temple though he did also lay the foundations of Carlisle so he wasn't all bad.,joy
@NationalGallery probably forebear of Dot Per Inch (DPI) concept of the IT era.,neutral
@CreativeBCuk @NationalGallery You might see before me. So let me know what you think.,neutral
This Sat #CastleHill15 is packed with free events indoors &amp; out for all ages - plus last chance to see @kettlesyard http://t.co/rrCDfix7Hx,neutral
Last episode of @BBCRadio4’s Napoleon series starts in 10 mins. Andrew Roberts visits Paris &amp; the  @britishmuseum’s cartoon exhibition,neutral
@britishmuseum How did the British double line formation and squad fire work? surely not the entire battalion in one long line 2 deep?,surprise
@CamOpenStudios #Streetphotography #Suffolk #Manchester #SocialDocumentary @ManchesterArts1 #People @FitzMuseum_UK http://t.co/NmhmwoNqDe,neutral
@chr1sm1chaels follow with interest delivery of his ambitious vision @britishmuseum #ff #culturegeek,neutral
"Absolutely loved my first visit to @tateliverpool, such a beautiful collection, so thoughtfully and imaginatively curated.",joy
@NationalGallery my fav,joy
Maclaine the #highwayman robbing Lord Eglington [sic] on #HounslowHeath #OnThisDay 26th June 1750. @britishmuseum http://t.co/3CHizIYw7v,neutral
